created_at,item_id,client_id
2020-09-13 11:41:34.567439,10186,100000128
2020-09-13 07:43:08.489826,10278,100000282
2020-09-13 09:58:57.912030,10035,100000254
2020-09-13 20:50:32.630884,10187,100000282
2020-09-13 09:43:50.666441,10062,100000282
2020-09-13 07:42:13.704419,10115,100000170
2020-09-13 08:00:44.211349,10245,100000047
2020-09-14 04:38:45.457023,10120,100000298
2020-09-14 19:28:17.048815,10187,100000071
2020-09-14 19:31:00.980387,10178,100000164
2020-09-14 08:18:45.899542,10089,100000281
2020-09-14 11:42:26.595243,10179,100000302
2020-09-14 16:48:00.578108,10134,100000026
2020-09-15 00:05:33.196373,10093,100000303
2020-09-15 14:55:49.704151,10077,100000321
2020-09-15 02:21:15.329990,10268,100000319
2020-09-15 12:16:14.962493,10094,100000321
2020-09-15 00:14:35.358304,10054,100000175
2020-09-15 12:13:48.842055,10280,100000033
2020-09-16 05:51:15.913804,10289,100000031
2020-09-16 10:02:08.094062,10104,100000214
2020-09-16 18:44:37.681642,10109,100000288
2020-09-16 08:56:02.012104,10192,100000028
2020-09-16 10:04:28.100970,10232,100000340
2020-09-17 08:05:55.986056,10114,100000107
2020-09-17 03:19:40.561504,10116,100000164
2020-09-17 16:52:11.338527,10030,100000013
2020-09-17 08:53:53.892458,10261,100000360
2020-09-17 00:50:17.945283,10149,100000196
2020-09-17 10:39:14.057276,10055,100000360
2020-09-18 22:51:07.658469,10282,100000280
2020-09-18 11:08:33.282408,10024,100000388
2020-09-18 20:50:17.014723,10130,100000123
2020-09-18 17:26:20.541983,10207,100000065
2020-09-18 04:08:44.209875,10136,100000387
2020-09-18 19:33:44.478662,10223,100000388
2020-09-18 18:06:01.594253,10248,100000388
2020-09-19 10:15:17.874347,10225,100000415
2020-09-19 05:55:17.594344,10198,100000339
2020-09-19 01:35:46.414504,10119,100000312
2020-09-19 18:03:18.013847,10105,100000415
2020-09-19 11:39:11.428449,10020,100000154
2020-09-19 14:04:37.533715,10026,100000373
2020-09-19 11:19:11.471259,10236,100000415
2020-09-19 15:16:34.757207,10039,100000091
2020-09-20 09:23:15.000089,10060,100000441
2020-09-20 04:25:34.508992,10241,100000003
2020-09-20 09:45:05.539992,10086,100000125
2020-09-20 19:46:47.252630,10004,100000353
2020-09-20 17:21:26.007399,10240,100000150
2020-09-20 00:23:33.075396,10059,100000415
2020-09-20 00:16:12.345039,10128,100000328
2020-09-21 00:39:12.051028,10069,100000085
2020-09-21 12:46:45.131319,10121,100000155
2020-09-21 11:40:22.351154,10222,100000367
2020-09-21 02:14:52.002310,10113,100000031
2020-09-21 03:27:09.178953,10097,100000365
2020-09-21 10:25:06.297024,10178,100000227
2020-09-22 13:23:51.701296,10172,100000244
2020-09-22 06:50:18.232760,10072,100000480
2020-09-22 07:05:18.687654,10290,100000321
2020-09-22 18:06:28.058002,10265,100000484
2020-09-22 19:06:08.741078,10148,100000485
2020-09-22 04:51:19.866562,10220,100000468
2020-09-23 11:16:06.347442,10137,100000142
2020-09-23 21:15:59.454912,10137,100000244
2020-09-23 15:28:30.558480,10210,100000505
2020-09-23 21:55:06.452475,10245,100000507
2020-09-23 08:40:11.546957,10192,100000502
2020-09-23 07:15:49.314197,10153,100000332
2020-09-24 02:42:13.764519,10245,100000308
2020-09-24 01:38:37.099851,10165,100000520
2020-09-24 05:52:11.031400,10062,100000008
2020-09-24 21:21:59.017984,10125,100000529
2020-09-24 11:28:41.864645,10180,100000012
2020-09-24 12:35:32.020708,10164,100000529
2020-09-24 18:21:41.375692,10013,100000505
2020-09-25 16:37:51.430818,10233,100000496
2020-09-25 10:11:33.567293,10270,100000057
2020-09-25 01:30:01.268413,10177,100000540
2020-09-25 11:06:19.406295,10003,100000388
2020-09-25 06:32:58.411993,10128,100000171
2020-09-25 14:44:27.281904,10124,100000100
2020-09-25 01:59:40.906444,10241,100000320
2020-09-26 09:12:38.140136,10160,100000570
2020-09-26 14:43:48.223489,10265,100000268
2020-09-26 17:59:42.993844,10156,100000123
2020-09-26 02:21:48.496459,10045,100000577
2020-09-26 20:18:43.358425,10110,100000455
2020-09-26 02:10:57.897470,10118,100000241
2020-09-26 02:26:02.641424,10035,100000391
2020-09-26 17:39:07.112347,10163,100000013
2020-09-27 05:22:42.859904,10098,100000019
2020-09-27 10:31:02.572376,10220,100000606
2020-09-27 21:04:01.963133,10148,100000606
2020-09-27 08:33:58.057079,10186,100000085
2020-09-27 10:38:32.104231,10025,100000500
2020-09-27 21:52:36.736783,10068,100000225
2020-09-27 04:16:54.051866,10084,100000604
2020-09-27 08:27:29.941053,10268,100000606
2020-09-28 16:53:07.394377,10101,100000332
2020-09-28 07:31:17.279251,10265,100000402
2020-09-28 06:10:34.245989,10187,100000545
2020-09-28 02:08:37.845782,10251,100000087
2020-09-28 21:25:46.037244,10035,100000271
2020-09-28 01:47:13.182792,10085,100000037
2020-09-28 19:49:39.862342,10178,100000631
2020-09-29 00:25:12.667463,10272,100000631
2020-09-29 16:10:03.814732,10205,100000179
2020-09-29 20:06:47.336195,10098,100000270
2020-09-29 03:10:53.597354,10287,100000182
2020-09-29 08:58:32.716111,10191,100000653
2020-09-29 10:50:30.954527,10266,100000139
2020-09-29 12:47:07.844047,10257,100000653
2020-09-29 18:13:57.637200,10132,100000132
2020-09-30 04:35:56.461795,10220,100000470
2020-09-30 20:40:47.224853,10088,100000378
2020-09-30 10:40:45.484701,10209,100000674
2020-09-30 03:50:29.823017,10142,100000358
2020-09-30 09:09:54.517189,10226,100000674
2020-09-30 01:03:39.983781,10120,100000654
2020-09-30 18:35:30.308598,10223,100000469
2020-10-01 13:00:36.987761,10231,100000269
2020-10-01 00:36:27.786156,10069,100000303
2020-10-01 08:49:15.153151,10058,100000631
2020-10-01 05:15:55.511905,10054,100000693
2020-10-01 22:25:09.218381,10025,100000697
2020-10-01 06:21:57.525510,10145,100000155
2020-10-01 07:40:20.395014,10041,100000029
2020-10-01 11:25:57.181793,10134,100000245
2020-10-02 20:32:00.202847,10007,100000723
2020-10-02 13:15:08.555735,10134,100000147
2020-10-02 00:49:30.455734,10228,100000255
2020-10-02 19:04:11.722547,10116,100000394
2020-10-02 03:24:09.547660,10116,100000413
2020-10-02 15:47:47.834726,10264,100000723
2020-10-02 18:42:03.394394,10253,100000242
2020-10-02 12:01:18.514694,10246,100000723
2020-10-03 02:39:07.984893,10165,100000539
2020-10-03 17:33:05.010602,10247,100000751
2020-10-03 07:25:56.195123,10206,100000751
2020-10-03 13:35:50.058124,10283,100000751
2020-10-03 08:51:49.626887,10171,100000232
2020-10-03 15:53:42.708293,10115,100000677
2020-10-03 10:01:51.992361,10131,100000751
2020-10-03 19:45:31.736874,10068,100000751
2020-10-04 10:19:59.211387,10111,100000778
2020-10-04 06:05:08.895260,10101,100000266
2020-10-04 19:23:42.621791,10030,100000260
2020-10-04 03:23:28.635072,10185,100000705
2020-10-04 04:03:09.882231,10240,100000178
2020-10-04 15:07:15.126602,10023,100000235
2020-10-04 09:25:13.112961,10094,100000778
2020-10-05 15:39:01.469858,10223,100000727
2020-10-05 19:08:32.677430,10244,100000804
2020-10-05 07:23:25.327772,10075,100000392
2020-10-05 12:53:14.906290,10126,100000731
2020-10-05 04:42:38.859780,10160,100000676
2020-10-05 13:55:21.197228,10078,100000802
2020-10-05 00:41:25.660989,10039,100000779
2020-10-06 08:16:00.955145,10173,100000496
2020-10-06 10:30:19.841683,10207,100000099
2020-10-06 16:00:23.137321,10025,100000677
2020-10-06 11:04:35.034910,10176,100000545
2020-10-06 09:33:41.188439,10069,100000730
2020-10-06 08:20:35.398665,10045,100000407
2020-10-06 22:30:16.711287,10259,100000030
2020-10-06 00:38:18.245226,10251,100000024
2020-10-07 07:52:06.672312,10131,100000778
2020-10-07 00:34:46.927293,10279,100000120
2020-10-07 18:04:49.143463,10120,100000854
2020-10-07 07:42:39.282826,10107,100000038
2020-10-07 02:58:55.244992,10231,100000854
2020-10-07 03:06:05.467334,10158,100000039
2020-10-07 03:16:08.792780,10217,100000751
2020-10-08 18:37:47.532317,10224,100000355
2020-10-08 21:44:41.530930,10104,100000878
2020-10-08 21:21:59.113679,10224,100000319
2020-10-08 08:55:39.140455,10116,100000647
2020-10-08 22:28:45.775148,10054,100000856
2020-10-08 13:47:02.419663,10254,100000195
2020-10-08 22:36:04.599410,10145,100000447
2020-10-09 06:52:59.843416,10207,100000907
2020-10-09 13:41:46.389480,10004,100000907
2020-10-09 00:54:38.146936,10250,100000530
2020-10-09 11:37:31.659360,10106,100000907
2020-10-09 22:07:43.470119,10155,100000037
2020-10-09 14:53:21.296902,10154,100000703
2020-10-09 00:49:18.458900,10059,100000540
2020-10-10 10:10:27.751342,10192,100000761
2020-10-10 09:40:24.997101,10153,100000808
2020-10-10 07:38:30.449135,10107,100000934
2020-10-10 11:32:40.125276,10107,100000327
2020-10-10 17:55:17.149700,10199,100000907
2020-10-10 11:29:32.166443,10050,100000126
2020-10-10 12:56:40.114909,10287,100000839
2020-10-10 14:47:31.603824,10061,100000797
2020-10-10 12:25:44.819068,10247,100000698
2020-10-11 08:03:20.854038,10236,100000858
2020-10-11 22:55:37.141132,10144,100000548
2020-10-11 11:30:13.589353,10003,100000965
2020-10-11 06:42:16.224933,10270,100000965
2020-10-11 16:27:05.221451,10030,100000965
2020-10-11 10:33:55.638997,10272,100000660
2020-10-11 06:41:38.541117,10257,100000965
2020-10-11 00:38:03.868778,10253,100000417
2020-10-12 00:29:57.457444,10266,100000104
2020-10-12 14:00:28.112549,10084,100000098
2020-10-12 09:44:48.643488,10134,100000988
2020-10-12 01:42:45.328542,10125,100000057
2020-10-12 03:11:11.993711,10181,100000984
2020-10-12 07:01:19.429340,10128,100000632
2020-10-12 19:29:23.943470,10066,100000778
2020-10-12 09:34:36.211113,10156,100000988
2020-10-13 03:07:35.042557,10180,100001014
2020-10-13 11:54:12.688701,10238,100000116
2020-10-13 20:29:31.426308,10208,100000520
2020-10-13 12:48:54.035207,10041,100000017
2020-10-13 08:21:33.817452,10233,100000004
2020-10-13 20:03:26.410331,10228,100000486
2020-10-13 01:35:17.324370,10134,100000999
2020-10-14 00:11:44.813943,10109,100000087
2020-10-14 08:06:22.984994,10268,100001040
2020-10-14 16:01:48.577064,10109,100000955
2020-10-14 10:09:53.979239,10111,100001040
2020-10-14 03:42:49.438829,10239,100000797
2020-10-14 17:34:45.173018,10062,100000557
2020-10-14 17:38:51.207620,10013,100000063
2020-10-14 10:24:28.930685,10203,100000719
2020-10-15 16:01:22.606559,10260,100000500
2020-10-15 04:03:49.541209,10201,100000866
2020-10-15 19:05:33.101783,10225,100000161
2020-10-15 18:15:11.132306,10198,100000713
2020-10-15 09:17:58.179346,10179,100000502
2020-10-15 20:36:58.215891,10115,100000908
2020-10-15 11:38:25.446386,10106,100000574
2020-10-16 06:09:48.503761,10197,100001092
2020-10-16 07:52:35.208212,10257,100000887
2020-10-16 05:40:53.993094,10149,100000519
2020-10-16 20:39:19.771262,10187,100000516
2020-10-16 13:33:32.045935,10127,100000793
2020-10-16 04:44:59.220702,10287,100000363
2020-10-16 09:32:06.055599,10233,100000796
2020-10-16 07:44:20.171633,10175,100001092
2020-10-17 16:44:08.900404,10041,100001130
2020-10-17 10:19:17.324187,10124,100001129
2020-10-17 09:39:28.794324,10144,100001129
2020-10-17 14:03:03.419106,10054,100000015
2020-10-17 22:09:53.867737,10169,100001020
2020-10-17 05:24:26.830427,10025,100000454
2020-10-17 17:52:39.845789,10153,100000970
2020-10-17 08:56:37.080588,10119,100001054
2020-10-18 06:47:27.794317,10185,100000123
2020-10-18 14:15:56.486766,10054,100001167
2020-10-18 10:37:41.621655,10057,100000369
2020-10-18 05:04:00.204322,10152,100001164
2020-10-18 22:45:15.083307,10178,100000252
2020-10-18 19:21:46.979721,10060,100000093
2020-10-18 18:25:06.119240,10186,100000176
2020-10-18 10:26:18.263043,10178,100001164
2020-10-18 13:47:06.187502,10246,100000872
2020-10-19 21:24:36.503649,10133,100001038
2020-10-19 16:29:44.334852,10191,100001198
2020-10-19 09:11:30.367227,10250,100001198
2020-10-19 08:35:07.076289,10170,100000683
2020-10-19 21:21:51.036438,10217,100000736
2020-10-19 16:23:43.378603,10088,100000764
2020-10-19 13:48:11.963812,10074,100000551
2020-10-19 18:22:51.336525,10272,100001074
2020-10-20 04:39:50.962774,10276,100000909
2020-10-20 21:40:17.729993,10219,100000613
2020-10-20 17:23:25.883464,10143,100000076
2020-10-20 16:24:09.231605,10088,100000496
2020-10-20 02:51:43.213726,10233,100001225
2020-10-20 13:51:10.986281,10257,100001225
2020-10-20 03:15:46.555464,10165,100000588
2020-10-20 17:25:09.289408,10004,100000412
2020-10-21 03:35:25.485906,10268,100000463
2020-10-21 03:29:13.466973,10265,100000973
2020-10-21 11:17:33.793889,10119,100000794
2020-10-21 00:13:13.549783,10183,100001088
2020-10-21 00:11:23.689883,10145,100001228
2020-10-21 22:57:14.953639,10180,100000533
2020-10-21 12:04:30.471278,10272,100001176
2020-10-21 06:54:06.603774,10124,100001258
2020-10-22 00:20:45.983748,10278,100000838
2020-10-22 21:19:26.716973,10247,100000954
2020-10-22 21:57:38.422010,10225,100001178
2020-10-22 04:54:04.568175,10114,100001171
2020-10-22 13:54:56.481513,10059,100001292
2020-10-22 05:56:18.598211,10096,100000816
2020-10-22 07:45:50.494649,10043,100001074
2020-10-22 10:04:37.341599,10185,100001292
2020-10-23 08:40:26.031056,10122,100001326
2020-10-23 11:15:48.700517,10156,100000912
2020-10-23 09:02:31.199914,10288,100001326
2020-10-23 11:29:29.807732,10162,100000465
2020-10-23 20:04:15.381720,10083,100000141
2020-10-23 11:35:53.029925,10061,100001328
2020-10-23 05:17:22.689758,10134,100001325
2020-10-23 04:30:09.635901,10025,100001174
2020-10-24 14:18:14.568964,10277,100001366
2020-10-24 06:50:13.211834,10065,100001365
2020-10-24 01:29:10.300093,10279,100000392
2020-10-24 18:22:34.487690,10041,100000086
2020-10-24 00:07:17.027545,10283,100000143
2020-10-24 18:12:37.571577,10104,100000301
2020-10-24 06:48:19.640096,10231,100000539
2020-10-24 21:22:13.230094,10166,100000282
2020-10-24 00:04:16.876162,10199,100001242
2020-10-24 02:56:04.005376,10097,100001271
2020-10-24 22:09:44.780968,10132,100000567
2020-10-25 11:09:05.214629,10275,100000975
2020-10-25 02:17:47.472076,10287,100000017
2020-10-25 01:20:10.343492,10151,100001268
2020-10-25 13:23:56.329439,10098,100000845
2020-10-25 01:30:11.221437,10076,100000719
2020-10-25 14:47:39.619030,10266,100001076
2020-10-25 08:47:42.198686,10274,100001034
2020-10-25 20:28:36.900345,10152,100001402
2020-10-25 22:07:25.966958,10288,100000964
2020-10-26 02:05:06.480941,10010,100000872
2020-10-26 08:29:11.267784,10020,100001182
2020-10-26 11:23:13.896299,10087,100001428
2020-10-26 08:12:43.599549,10089,100000662
2020-10-26 09:38:17.753671,10060,100001428
2020-10-26 21:10:50.013067,10014,100000231
2020-10-26 22:07:44.832147,10211,100001342
2020-10-26 15:07:45.093413,10118,100001429
2020-10-26 20:47:58.347723,10195,100001429
2020-10-27 05:02:57.957632,10280,100000003
2020-10-27 22:09:14.879400,10160,100000980
2020-10-27 08:49:32.255851,10161,100001428
2020-10-27 06:31:26.633260,10197,100001043
2020-10-27 07:34:24.882892,10021,100001252
2020-10-27 02:16:00.838908,10069,100000982
2020-10-27 15:09:30.845975,10139,100001212
2020-10-27 13:19:37.247176,10239,100001424
2020-10-27 08:33:48.408165,10116,100000335
2020-10-28 19:24:37.147158,10278,100001430
2020-10-28 19:15:15.286579,10157,100001481
2020-10-28 06:03:42.802957,10170,100001209
2020-10-28 05:43:27.651201,10072,100000492
2020-10-28 10:04:17.832741,10066,100000393
2020-10-28 02:28:12.410668,10152,100000282
2020-10-28 05:59:32.393889,10176,100001172
2020-10-29 05:23:06.202894,10145,100001511
2020-10-29 04:09:43.415291,10180,100000444
2020-10-29 02:45:00.558021,10180,100000698
2020-10-29 13:01:29.498007,10063,100000070
2020-10-29 02:29:21.492045,10060,100000574
2020-10-29 10:31:02.609784,10239,100001511
2020-10-29 18:00:45.718442,10252,100000786
2020-10-29 17:10:03.782294,10276,100000798
2020-10-29 11:02:24.117333,10054,100001180
2020-10-30 14:45:00.188513,10079,100000491
2020-10-30 08:56:36.667478,10050,100001213
2020-10-30 05:45:43.450502,10270,100001034
2020-10-30 08:01:19.654560,10276,100000321
2020-10-30 11:24:18.579756,10239,100001541
2020-10-30 05:15:20.956022,10161,100000479
2020-10-30 13:04:56.803907,10173,100001541
2020-10-30 11:50:41.983920,10127,100001541
2020-10-30 20:39:59.668749,10050,100000109
2020-10-30 11:24:31.825682,10079,100000721
2020-10-31 13:26:25.071194,10131,100001287
2020-10-31 15:40:58.046342,10160,100001574
2020-10-31 13:40:06.781834,10179,100000666
2020-10-31 20:31:14.457195,10239,100000712
2020-10-31 11:24:42.636460,10061,100000266
2020-10-31 06:41:04.426295,10124,100000799
2020-10-31 09:39:22.442232,10141,100001533
2020-10-31 02:40:26.979113,10088,100000075
2020-10-31 02:30:09.418761,10267,100001508
2020-10-31 04:57:26.749663,10230,100001376
2020-11-01 10:54:06.420978,10179,100001603
2020-11-01 07:35:00.878262,10170,100000716
2020-11-01 13:11:07.239060,10107,100000128
2020-11-01 13:16:07.323377,10198,100001406
2020-11-01 03:27:01.170687,10170,100000790
2020-11-01 14:23:37.944208,10265,100000576
2020-11-01 00:32:28.966939,10107,100001274
2020-11-01 06:27:16.326424,10139,100001603
2020-11-01 17:44:00.119940,10096,100000279
2020-11-02 05:17:09.151377,10277,100000611
2020-11-02 21:49:53.815528,10158,100001228
2020-11-02 20:36:06.454387,10207,100001632
2020-11-02 21:07:04.060961,10226,100000263
2020-11-02 21:54:29.520416,10010,100001386
2020-11-02 06:29:38.656279,10066,100001629
2020-11-02 20:27:26.672716,10072,100000288
2020-11-02 13:01:10.971480,10127,100000510
2020-11-02 08:56:43.119059,10207,100001601
2020-11-03 03:48:24.092054,10268,100001134
2020-11-03 06:43:52.725155,10001,100000901
2020-11-03 03:53:17.139676,10039,100000027
2020-11-03 14:13:23.025616,10171,100000745
2020-11-03 20:18:45.854317,10056,100001127
2020-11-03 09:11:16.968313,10008,100001658
2020-11-03 13:12:09.272663,10210,100001659
2020-11-03 04:42:44.917943,10105,100001657
2020-11-03 03:34:09.835906,10125,100000225
2020-11-04 22:02:39.247520,10280,100001691
2020-11-04 19:57:23.427669,10007,100000957
2020-11-04 21:53:37.271855,10206,100001691
2020-11-04 08:28:02.818177,10006,100000884
2020-11-04 14:34:35.577674,10059,100001691
2020-11-04 07:07:49.757293,10045,100001208
2020-11-04 13:42:56.284870,10270,100001691
2020-11-04 03:55:08.268567,10133,100000142
2020-11-04 05:42:42.739792,10232,100001691
2020-11-05 13:56:56.099289,10054,100001249
2020-11-05 20:23:38.392811,10279,100001266
2020-11-05 06:29:35.275127,10183,100001713
2020-11-05 09:29:38.918759,10179,100001714
2020-11-05 08:51:24.802175,10063,100001097
2020-11-05 00:24:02.841058,10149,100001709
2020-11-05 13:29:33.938980,10126,100001673
2020-11-05 11:20:28.386985,10061,100001714
2020-11-05 18:49:57.288783,10232,100001718
2020-11-06 03:01:46.982476,10169,100000566
2020-11-06 17:35:49.762293,10270,100001749
2020-11-06 04:06:57.619053,10241,100001748
2020-11-06 06:20:36.734671,10236,100001545
2020-11-06 14:22:46.114614,10222,100001153
2020-11-06 04:20:17.009636,10233,100001748
2020-11-06 15:56:21.377051,10075,100000686
2020-11-06 03:20:29.221389,10290,100000548
2020-11-06 22:08:44.601872,10045,100001749
2020-11-07 19:08:09.600742,10265,100001064
2020-11-07 20:44:09.049453,10054,100001783
2020-11-07 19:40:03.383258,10203,100001783
2020-11-07 10:04:34.503667,10256,100001274
2020-11-07 20:22:39.917704,10210,100000473
2020-11-07 14:36:15.416018,10239,100001074
2020-11-07 21:47:05.054270,10164,100000966
2020-11-07 00:35:04.679993,10251,100001198
2020-11-07 07:19:33.493828,10241,100000748
2020-11-07 14:27:13.691166,10217,100001783
2020-11-08 10:58:50.908343,10287,100000028
2020-11-08 11:12:17.738777,10046,100001817
2020-11-08 06:52:06.735020,10199,100000851
2020-11-08 14:42:32.491754,10071,100001705
2020-11-08 19:06:05.712111,10065,100001277
2020-11-08 19:46:16.800185,10061,100001197
2020-11-08 20:54:18.506885,10160,100001817
2020-11-08 15:51:36.042661,10054,100001817
2020-11-08 07:40:41.365819,10137,100001389
2020-11-08 10:22:04.310695,10085,100000591
2020-11-08 00:48:27.432001,10247,100000130
2020-11-09 07:59:15.556604,10083,100000660
2020-11-09 19:27:51.130706,10190,100000555
2020-11-09 22:53:15.541083,10025,100001848
2020-11-09 13:19:28.001573,10196,100000175
2020-11-09 12:24:50.235178,10097,100001848
2020-11-09 06:38:28.309437,10074,100001013
2020-11-09 07:38:43.441142,10036,100001848
2020-11-09 04:54:13.262360,10202,100001247
2020-11-09 18:18:48.222813,10181,100000491
2020-11-10 08:03:57.402581,10066,100000115
2020-11-10 10:11:07.387575,10188,100001817
2020-11-10 19:51:17.751727,10086,100001795
2020-11-10 14:26:19.826713,10245,100000880
2020-11-10 10:38:24.403249,10142,100000808
2020-11-10 03:15:28.189736,10197,100001332
2020-11-10 07:40:47.354374,10063,100001445
2020-11-10 03:06:15.094820,10225,100000629
2020-11-10 18:45:45.889195,10096,100000644
2020-11-11 01:01:21.246636,10235,100001485
2020-11-11 16:51:40.154925,10041,100001908
2020-11-11 22:09:32.250799,10225,100001908
2020-11-11 05:59:10.643468,10070,100001291
2020-11-11 05:50:55.579259,10261,100000634
2020-11-11 04:28:54.930316,10280,100001908
2020-11-11 08:36:41.956305,10219,100000694
2020-11-11 19:23:45.660924,10172,100001908
2020-11-11 22:43:39.518763,10257,100000475
2020-11-11 19:14:24.571602,10154,100000196
2020-11-12 00:17:39.291573,10230,100001908
2020-11-12 08:32:39.685004,10214,100001935
2020-11-12 22:25:57.931781,10202,100001163
2020-11-12 21:46:24.853428,10090,100001378
2020-11-12 06:20:59.773455,10105,100001930
2020-11-12 21:44:28.110784,10208,100001941
2020-11-12 06:12:45.871660,10067,100000239
2020-11-12 21:57:29.691695,10069,100001941
2020-11-12 17:33:24.895134,10264,100001690
2020-11-12 03:50:44.523936,10156,100001472
2020-11-13 08:21:35.028116,10195,100001974
2020-11-13 14:06:36.971110,10137,100001974
2020-11-13 12:53:52.579184,10045,100001588
2020-11-13 20:33:42.295874,10026,100001974
2020-11-13 02:29:27.422241,10268,100001624
2020-11-13 10:37:23.158992,10154,100001478
2020-11-13 01:06:33.651517,10040,100001927
2020-11-13 14:22:01.602952,10106,100001974
2020-11-13 22:12:24.333847,10035,100001974
2020-11-14 08:58:54.175434,10210,100001511
2020-11-14 22:34:07.367357,10062,100002010
2020-11-14 17:17:40.107354,10179,100001167
2020-11-14 19:06:40.752677,10075,100002010
2020-11-14 01:22:44.733166,10125,100002009
2020-11-14 17:41:56.979546,10221,100000446
2020-11-14 17:17:24.266832,10279,100001522
2020-11-14 05:12:48.706671,10013,100000459
2020-11-14 11:21:33.425408,10217,100002010
2020-11-14 06:23:39.437503,10265,100002010
2020-11-14 09:28:01.037599,10153,100002010
2020-11-15 15:33:37.475425,10261,100000994
2020-11-15 21:02:05.371684,10226,100001671
2020-11-15 19:29:06.186625,10003,100002043
2020-11-15 14:55:21.315593,10166,100002043
2020-11-15 21:07:20.886469,10277,100002043
2020-11-15 06:32:27.174688,10114,100002043
2020-11-15 10:58:36.503337,10052,100001127
2020-11-15 19:05:08.810873,10145,100002043
2020-11-15 20:04:08.539133,10185,100002043
2020-11-16 21:48:20.712697,10071,100000408
2020-11-16 09:17:06.456246,10180,100000485
2020-11-16 06:09:21.030069,10160,100000812
2020-11-16 15:32:47.814670,10128,100002070
2020-11-16 15:23:18.048092,10283,100002070
2020-11-16 06:29:09.370228,10079,100001612
2020-11-16 17:49:23.097523,10122,100001409
2020-11-16 01:20:54.158082,10062,100000252
2020-11-16 15:41:11.353263,10162,100002070
2020-11-16 08:48:35.090006,10127,100001684
2020-11-17 20:10:51.233669,10265,100001513
2020-11-17 16:16:06.654082,10051,100001527
2020-11-17 00:34:40.117739,10211,100000565
2020-11-17 07:38:00.847733,10188,100001243
2020-11-17 18:18:02.245491,10161,100001442
2020-11-17 00:01:13.658310,10209,100000392
2020-11-17 22:10:13.429829,10094,100001400
2020-11-17 12:03:04.698900,10010,100000166
2020-11-17 17:05:22.491781,10114,100002100
2020-11-17 08:05:19.349921,10099,100002098
2020-11-18 12:56:30.257415,10232,100000406
